company_name,event_date,event_type,car_3day,flight_date,days_before,dep_city,dep_lat,dep_lon,arr_city,arr_lat,arr_lon
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-13,28,Dallas,33.177898,-96.5905,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-13,28,Springfield,37.245047,-93.388596,Dallas,33.177898,-96.5905
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,Dallas,33.177898,-96.5905,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,Springfield,37.245047,-93.388596,Dallas,33.177898,-96.5905
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,St Louis,38.662102,-90.652,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,Springfield,37.245047,-93.388596,St Louis,38.662102,-90.652
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,St Louis,38.662102,-90.652,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-15,26,Springfield,37.245047,-93.388596,St Louis,38.662102,-90.652
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-22,19,Springfield,37.245047,-93.388596,Dallas,33.177898,-96.5905
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-21,20,Dallas,33.177898,-96.5905,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-21,20,Springfield,37.245047,-93.388596,Dallas,33.177898,-96.5905
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-24,17,Charlotte,35.2140007019043,-80.94309997558594,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-24,17,Springfield,37.245047,-93.388596,Charlotte,35.2140007019043,-80.94309997558594
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-26,15,Lee's Summit,38.959702,-94.371399,Everton,37.359699,-93.662498
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-26,15,Houston,29.645336,-95.276812,Lee's Summit,38.959702,-94.371399
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-25,16,Springfield,37.245047,-93.388596,Houston,29.645336,-95.276812
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-01-29,12,Springfield,37.245047,-93.388596,,,
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-02-02,8,Lee's Summit,38.959702,-94.371399,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-02-02,8,Dallas,32.9686012268,-96.8364028931,Lee's Summit,38.959702,-94.371399
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-02-02,8,,,,Dallas,32.9686012268,-96.8364028931
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-02-05,5,New Century,38.830898,-94.890297,Rogersville,37.186944,-93.094167
Great Southern Bancorp Inc,2025-02-10,Other,0.0183988343929574,2025-02-05,5,Springfield,37.245047,-93.388596,New Century,38.830898,-94.890297
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-02-28,19,,,,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-05,14,St Louis,38.662102,-90.652,Springfield,37.245047,-93.388596
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-04,15,Springfield,37.245047,-93.388596,St Louis,38.662102,-90.652
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-07,12,Springfield,37.245047,-93.388596,Atlanta,33.87633,-84.30213
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-09,10,,,,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-11,8,,,,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-11,8,Springfield,37.245047,-93.388596,,,
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-13,6,Springfield,37.245047,-93.388596,Miami,25.907,-80.278397
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-14,5,Miami,25.907,-80.278397,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-18,1,Dallas,33.177898,-96.5905,Willard,37.31999969482422,-93.4198989868164
Great Southern Bancorp Inc,2025-03-19,Other,0.0054040349175341,2025-03-18,1,Springfield,37.245047,-93.388596,Dallas,33.177898,-96.5905
Macy's Inc,2024-10-25,Executive_Change,0.005722309810093,2024-10-02,23,Charlotte,35.2140007019043,-80.94309997558594,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-10-25,Executive_Change,0.005722309810093,2024-10-02,23,Teterboro,40.850101,-74.060799,Charlotte,35.2140007019043,-80.94309997558594
Macy's Inc,2024-10-25,Executive_Change,0.005722309810093,2024-10-01,24,Cincinnati,39.102357,-84.418945,Teterboro,40.850101,-74.060799
Macy's Inc,2024-10-25,Executive_Change,0.005722309810093,2024-10-23,2,White Plains,41.06700134277344,-73.70760345458984,Burbank,34.202834,-118.35805
Macy's Inc,2024-10-25,Executive_Change,0.005722309810093,2024-10-23,2,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-10-26,30,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-10-28,28,Cincinnati,39.102357,-84.418945,Teterboro,40.850101,-74.060799
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-10-30,26,Teterboro,40.850101,-74.060799,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-11-13,12,Pflugerville,30.398049,-97.566909,Dallas,32.844776,-96.847653
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-11-13,12,Houston,29.9844,-95.3414,Pflugerville,30.398049,-97.566909
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-11-12,13,White Plains,41.06700134277344,-73.70760345458984,Houston,30.0618000031,-95.5528030396
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-11-12,13,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2024-11-25,Earnings,0.0429323539550105,2024-11-14,11,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-10-28,29,Cincinnati,39.102357,-84.418945,Teterboro,40.850101,-74.060799
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-10-30,27,Teterboro,40.850101,-74.060799,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-11-13,13,Pflugerville,30.398049,-97.566909,Dallas,32.844776,-96.847653
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-11-13,13,Houston,29.9844,-95.3414,Pflugerville,30.398049,-97.566909
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-11-12,14,White Plains,41.06700134277344,-73.70760345458984,Houston,30.0618000031,-95.5528030396
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-11-12,14,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2024-11-26,Executive_Change,-0.0248667878696322,2024-11-14,12,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-13,28,Pflugerville,30.398049,-97.566909,Dallas,32.844776,-96.847653
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-13,28,Houston,29.9844,-95.3414,Pflugerville,30.398049,-97.566909
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-12,29,White Plains,41.06700134277344,-73.70760345458984,Houston,30.0618000031,-95.5528030396
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-12,29,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-14,27,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-27,14,Burbank,34.202834,-118.35805,Newark,40.6894,-74.170545
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-26,15,Cincinnati,39.102357,-84.418945,Burbank,34.202834,-118.35805
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-01,10,Burbank,34.202834,-118.35805,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-11-30,11,Newark,40.6894,-74.170545,Burbank,34.202834,-118.35805
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-03,8,East Farmingdale,40.728576,-73.414267,Chicago/Prospect Heights/Wheeling,42.114222,-87.901494
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-03,8,Cincinnati,39.102357,-84.418945,East Farmingdale,40.728576,-73.414267
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-05,6,East Farmingdale,40.728576,-73.414267,Cincinnati,39.102357,-84.418945
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-04,7,Chicago/Prospect Heights/Wheeling,42.114222,-87.901494,East Farmingdale,40.728576,-73.414267
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-09,2,East Farmingdale,40.728576,-73.414267,Orlando,28.429399490356445,-81.30899810791016
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-09,2,Cincinnati,39.102357,-84.418945,East Farmingdale,40.728576,-73.414267
Macy's Inc,2024-12-11,Earnings,-0.0195542997847782,2024-12-10,1,,,,Fort Lauderdale,26.072599,-80.152702
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-09,28,East Farmingdale,40.728576,-73.414267,Orlando,28.429399490356445,-81.30899810791016
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-09,28,Cincinnati,39.102357,-84.418945,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-10,27,,,,Fort Lauderdale,26.072599,-80.152702
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-12,25,East Farmingdale,40.728576,-73.414267,Cincinnati,39.102357,-84.418945
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-12,25,Fort Lauderdale,26.072599,-80.152702,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-17,20,White Plains,41.06700134277344,-73.70760345458984,Scottsdale,33.622898101807,-111.91100311279
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-16,21,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-20,17,San Diego,32.733601,-117.190002,Burbank,34.202834,-118.35805
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-22,15,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-26,11,White Plains,41.06700134277344,-73.70760345458984,Miami,25.796011,-80.289751
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-26,11,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-29,8,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2024-12-29,8,Miami,25.796011,-80.289751,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2025-01-05,1,White Plains,41.06700134277344,-73.70760345458984,Las Vegas,36.083361,-115.151817
Macy's Inc,2025-01-06,Executive_Change,-0.0143335679494833,2025-01-05,1,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-10,18,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-13,15,Chicago,41.9786,-87.9048,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-12,16,White Plains,41.06700134277344,-73.70760345458984,Chicago,41.9786,-87.9048
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-14,14,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-25,3,East Farmingdale,40.728576,-73.414267,Houston,29.645336,-95.276812
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-25,3,Cincinnati,39.102357,-84.418945,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-02-28,Other,-0.0094671977157175,2025-02-27,1,,,,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-10,24,Cincinnati,39.102357,-84.418945,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-13,21,Chicago,41.9786,-87.9048,White Plains,41.06700134277344,-73.70760345458984
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-12,22,White Plains,41.06700134277344,-73.70760345458984,Chicago,41.9786,-87.9048
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-14,20,White Plains,41.06700134277344,-73.70760345458984,Cincinnati,39.102357,-84.418945
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-25,9,East Farmingdale,40.728576,-73.414267,Houston,29.645336,-95.276812
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-25,9,Cincinnati,39.102357,-84.418945,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-02-27,7,,,,East Farmingdale,40.728576,-73.414267
Macy's Inc,2025-03-06,Earnings,0.0602189409355676,2025-03-03,3,Cincinnati,39.102357,-84.418945,Coldwater,41.933399,-85.052597
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-07,17,Dallas,32.844776,-96.847653,Las Vegas,36.083361,-115.151817
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-07,17,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-10,14,Las Vegas,36.083361,-115.151817,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-14,10,,,,Toronto,43.675935,-79.629421
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-13,11,Dallas,32.844776,-96.847653,,,
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-13,11,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-16,8,Syracuse,43.11119842529297,-76.1063003540039,,,
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-16,8,Montréal,45.517502,-73.416901,Manlius,43.07229995727539,-75.9384994506836
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-15,9,Toronto,43.675935,-79.629421,Montréal,45.517502,-73.416901
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-17,7,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-24,Other,-0.0033472448261729,2024-10-22,2,Shreveport,32.446602,-93.8256,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-07,23,Dallas,32.844776,-96.847653,Las Vegas,36.083361,-115.151817
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-07,23,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-10,20,Las Vegas,36.083361,-115.151817,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-14,16,,,,Toronto,43.675935,-79.629421
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-13,17,Dallas,32.844776,-96.847653,,,
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-13,17,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-16,14,Syracuse,43.11119842529297,-76.1063003540039,,,
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-16,14,Montréal,45.517502,-73.416901,Manlius,43.07229995727539,-75.9384994506836
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-15,15,Toronto,43.675935,-79.629421,Montréal,45.517502,-73.416901
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-17,13,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-22,8,Shreveport,32.446602,-93.8256,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-24,6,Dallas,32.844776,-96.847653,Shreveport,32.446602,-93.8256
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-26,4,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-25,5,Dallas,32.844776,-96.847653,,,
Murphy USA Inc,2024-10-30,Earnings,0.0193649574455051,2024-10-25,5,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-14,22,Atlanta,33.6367,-84.428101,Atlanta,33.7790985107,-84.5214004517
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-14,22,Dallas,32.844776,-96.847653,Atlanta,33.6367,-84.428101
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-13,23,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-15,21,Atlanta,33.7790985107,-84.5214004517,Cahokia/St Louis,38.570701599100005,-90.1561965942
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-20,16,,,,Orlando,28.429399490356445,-81.30899810791016
Murphy USA Inc,2025-02-05,Earnings,-0.0254975514608397,2025-01-26,10,,,,Ewing Township,40.276699,-74.813499
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-01-14,30,Atlanta,33.6367,-84.428101,Atlanta,33.7790985107,-84.5214004517
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-01-14,30,Dallas,32.844776,-96.847653,Atlanta,33.6367,-84.428101
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-01-15,29,Atlanta,33.7790985107,-84.5214004517,Cahokia/St Louis,38.570701599100005,-90.1561965942
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-01-20,24,,,,Orlando,28.429399490356445,-81.30899810791016
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-01-26,18,,,,Ewing Township,40.276699,-74.813499
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-08,5,Nashville,36.1245,-86.6782,Reserve,30.087,-90.582602
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-08,5,Dallas,32.844776,-96.847653,Nashville,36.1245,-86.6782
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-08,5,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-10,3,Nashville,36.1245,-86.6782,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-10,3,,,,Nashville,36.1245,-86.6782
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-10,3,New Orleans,29.993401,-90.264673,,,
Murphy USA Inc,2025-02-13,Other,-0.0002915645369408,2025-02-12,1,,,,Dallas-Fort Worth,32.896801,-97.038002
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-08,23,Nashville,36.1245,-86.6782,Reserve,30.087,-90.582602
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-08,23,Dallas,32.844776,-96.847653,Nashville,36.1245,-86.6782
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-08,23,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-10,21,Nashville,36.1245,-86.6782,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-10,21,,,,Nashville,36.1245,-86.6782
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-10,21,New Orleans,29.993401,-90.264673,,,
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-12,19,,,,Dallas-Fort Worth,32.896801,-97.038002
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-18,13,,,,Allentown/Bethlehem,40.651773,-75.442797
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-21,10,Allentown/Bethlehem,40.651773,-75.442797,Carlisle,34.808201,-91.712097
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-23,8,Stuart,27.18169975,-80.22109985,,,
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-23,8,Miami,25.907,-80.278397,Stuart,27.18169975,-80.22109985
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-23,8,,,,Miami,25.907,-80.278397
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-25,6,Miami,25.907,-80.278397,,,
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-25,6,Stuart,27.18169975,-80.22109985,Miami,25.907,-80.278397
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-25,6,,,,Stuart,27.18169975,-80.22109985
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-25,6,Fort Worth,32.819919,-97.360818,,,
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-25,6,,,,Fort Worth,32.819919,-97.360818
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-24,7,Fort Worth,32.819919,-97.360818,,,
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-27,4,Chicago/West Chicago,41.90779877,-88.24859619,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-26,5,Dallas,32.844776,-96.847653,Chicago/West Chicago,41.90779877,-88.24859619
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-02-26,5,,,,Dallas,32.844776,-96.847653
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-03-02,1,Dallas,32.844776,-96.847653,Orlando,28.429399490356445,-81.30899810791016
Murphy USA Inc,2025-03-03,Other,0.0299256396465114,2025-03-02,1,,,,Dallas,32.844776,-96.847653
